06,OK,1
07,OH,1
07,PA,2
08,FL,1
08,CA,1
08,NY,13
08,IA,4
09,CA,8
09,TX,7
09,FL,1
09,MA,3
09,MS,2
09,GA,2
09,SC,3
09,ME,4
09,VA,1
09,CT,2
09,NS,3
09,NH,4
09,IA,1
09,NM,1
09,VT,8
09,MI,1
09,NY,3
09,IL,4
09,MN,1
09,NJ,3
09,MO,2
09,RI,1
09,LA,1
09,PA,1
09,OR,1
10,CA,73
10,FL,122
10,TX,373
10,LA,42
10,VA,122
10,AZ,54
10,IL,124
10,NL,40
10,ME,20
10,PA,199
10,SC,45
10,OK,53
10,AL,17
10,MS,19
10,NY,292
10,NS,5
10,NJ,128
10,AR,28
10,GA,94
10,OH,59
10,DE,9
10,NC,101
10,CT,37
10,ON,124
10,IA,48
10,MI,167
10,MD,58
10,MO,100
10,NH,20
10,KS,76
10,TN,28
10,IN,45
10,WI,97
10,WY,2
10,KY,38
10,NV,1
10,WV,22
10,NE,13
10,DC,8
10,MN,353
10,MA,50
10,RI,5
10,MB,18
10,SD,13
10,CO,28
10,ND,11
10,VT,28
10,OR,1
10,ID,1
10,NB,1
10,QC,5
10,AB,1
10,NM,2
10,UT,1
11,CA,1720
11,LA,1683
11,FL,751
11,TX,4023
11,GA,5365
11,NC,464
11,SC,264
11,VA,297
11,AZ,76
11,NJ,692
11,PA,573
11,AL,102
11,MO,327
11,AR,155
11,OK,376
11,IL,495
11,MI,591
11,OH,414
11,MS,127
11,ON,1298
11,UT,9
11,NY,778
11,IN,185
11,MD,120
11,VT,128
11,NB,1
11,WV,82
11,DC,26
11,KY,93
11,KS,1099
11,NL,94
11,IA,1506
11,CT,123
11,TN,40
11,CO,35
11,WI,428
11,DE,52
11,MA,118
11,NM,27
11,ID,3
11,ME,49
11,NV,25
11,NS,2
11,NH,95
11,RI,7
11,MN,833
11,SD,17
11,NE,175
11,OR,14
11,QC,9
11,ND,108
11,Vt,1
11,WY,2
11,MB,5
12,CA,7742
12,TX,1999
12,FL,543
12,AL,111
12,LA,238
12,HI,1
12,GA,409
12,AZ,291
12,NL,249
12,NV,26
12,MS,125
12,NY,1043
12,PA,883
12,VA,421
12,NC,557
12,OK,129
12,NM,6
12,CT,176
12,MI,234
12,AR,128
12,SC,209
12,VT,271
12,NH,486
12,MA,548
12,ME,389
12,MD,162
12,OH,331
12,ON,1268
12,IN,68
12,NJ,655
12,KS,111
12,MO,355
12,CO,8
12,UT,14
12,KY,80
12,NS,42
12,DC,13
12,IL,216
12,RI,58
12,TN,152
12,NE,26
12,WI,251
12,WA,47
12,IA,133
12,MN,151
12,AB,19
12,WY,2
12,SD,31
12,WV,28
12,QC,15
12,MB,4
12,SK,29
12,ID,9
12,NB,4
12,ND,1
12,DE,3
12,OR,2
13,CA,1222
13,TX,2671
13,FL,225
13,GA,146
13,NM,92
13,NL,106
13,AZ,386
13,TN,237
13,SC,224
13,VA,343
13,MD,164
13,AL,54
13,MS,33
13,ON,790
13,KY,100
13,MA,59
13,AR,165
13,MO,512
13,CO,34
13,IL,341
13,LA,49
13,NC,239
13,NJ,142
13,PA,566
13,DE,54
13,NY,350
13,OH,228
13,IA,217
13,MI,533
13,IN,122
13,OK,330
13,CT,62
13,VT,28
13,QC,11
13,MN,381
13,DC,19
13,WI,320
13,ME,41
13,NE,124
13,NS,7
13,SD,136
13,KS,407
13,ND,23
13,RI,11
13,NV,7
13,NH,28
13,MB,6
13,UT,22
13,OR,1
13,WV,62
13,ID,16
13,SK,1
13,WY,5
13,HI,1
13,WA,39
13,BC,3
13,MT,1
14,CA,307
14,FL,442
14,MS,44
14,TX,6024
14,HI,2
14,MD,151
14,ON,1890
14,AL,201
14,NL,799
14,AZ,73
14,VA,660
14,GA,400
14,MA,132
14,NC,591
14,LA,99
14,KY,146
14,OH,359
14,NJ,591
14,PA,771
14,SC,130
14,NV,6
14,TN,178
14,MO,542
14,WI,673
14,AR,305
14,MI,1095
14,NY,1225
14,OK,311
14,WA,43
14,CT,156
14,IA,265
14,KS,359
14,MN,1076
14,QC,67
14,NE,188
14,DC,11
14,ID,6
14,IN,373
14,CO,33
14,WV,70
14,NM,120
14,IL,422
14,BC,4
14,SD,128
14,NS,11
14,MT,3
14,PR,3
14,DE,34
14,NH,128
14,VT,132
14,ME,151
14,RI,28
14,UT,16
14,ND,114
14,MB,61
14,PE,1
14,NB,6
14,OR,5
14,WY,2
15,TX,3818
15,SC,407
15,FL,643
15,MD,323
15,LA,10322
15,CA,20814
15,NC,666
15,NJ,818
15,VA,571
15,PA,1274
15,NY,877
15,AZ,223
15,MS,157
15,KY,380
15,IN,677
15,OR,37
15,TN,374
15,GA,312
15,WV,184
15,MN,1906
15,NL,240
15,WI,1236
15,AL,160
15,MO,1285
15,IL,995
15,MI,2122
15,AR,258
15,CT,159
15,KS,1027
15,OH,2678
15,ON,2656
15,OK,586
15,DE,551
15,MA,125
15,IA,516
15,CO,202
15,NE,372
15,UT,58
15,DC,18
15,NV,62
15,WA,13
15,NM,99
15,QC,29
15,RI,44
15,SD,152
15,ME,62
15,WY,14
15,VT,39
15,NS,18
15,ID,38
15,NH,32
15,MB,32
15,NB,3
15,ND,16
15,MT,1
15,BC,3
16,FL,448
16,TX,7361
16,CA,538
16,LA,347
16,MI,1083
16,AZ,776
16,SC,275
16,GA,437
16,NC,1083
16,VA,748
16,TN,351
16,AL,240
16,NV,63
16,PA,1155
16,ON,2827
16,OH,876
16,MD,508
16,NY,808
16,MO,1111
16,MN,1814
16,NM,810
16,OK,1463
16,CT,265
16,NE,352
16,WA,15
16,NJ,769
16,CO,111
16,IN,747
16,WI,1210
16,AR,357
16,KY,399
16,KS,823
16,IL,1700
16,IA,723
16,ID,37
16,DE,927
16,MS,50
16,SD,107
16,UT,94
16,MA,187
16,RI,36
16,WV,152
16,HI,7
16,ND,53
16,OR,18
16,WY,19
16,NH,156
16,ME,184
16,NB,3
16,NL,3
16,NS,44
16,VT,115
16,QC,30
16,MB,26
16,DC,16
16,MT,11
16,AB,1
17,FL,1747
17,TX,4859
17,GA,687
17,SC,751
17,NV,28
17,MI,2929
17,LA,164
17,CA,371
17,HI,3
17,NC,1237
17,CO,92
17,NM,368
17,TN,300
17,UT,29
17,CT,791
17,MO,1199
17,MS,112
17,AZ,100
17,IL,1032
17,VA,718
17,MD,980
17,AL,299
17,NJ,1310
17,NY,2941
17,ME,368
17,AR,297
17,KY,280
17,PA,1600
17,ON,4676
17,NL,7
17,MA,414
17,RI,172
17,WV,115
17,NH,298
17,VT,178
17,IN,690
17,OH,1017
17,NS,74
17,QC,262
17,DE,84
17,OR,17
17,OK,1644
17,IA,608
17,DC,34
17,WI,910
17,KS,849
17,NE,489
17,MN,1688
17,NB,119
17,SD,87
17,MB,23
17,ID,14
17,WY,13
17,SK,10
17,WA,3
17,ND,32
17,PE,1
17,AB,7
18,PA,1770
18,SC,344
18,FL,466
18,NC,1548
18,TX,6831
18,AL,528
18,MS,213
18,LA,216
18,GA,806
18,AZ,88
18,AR,479
18,CA,265
18,VA,2075
18,NM,249
18,ON,3758
18,OH,2064
18,MA,416
18,NY,2150
18,WV,296
18,NJ,1944
18,OK,2063
18,KY,897
18,DE,238
18,MD,763
18,TN,713
18,NS,103
18,MO,11829
18,CT,387
18,WI,1264
18,IL,1629
18,KS,1176
18,IN,1983
18,CO,150
18,NE,486
18,MI,4744
18,NV,10
18,IA,955
18,RI,154
18,DC,113
18,ME,402
18,NH,372
18,UT,14
18,VT,229
18,QC,136
18,MN,1483
18,SD,151
18,NB,78
18,SK,9
18,OR,3
18,WA,2
18,ID,8
18,WY,1
18,MB,153
18,ND,26
18,AB,1
18,PE,2
18,MT,5
19,CA,488
19,MS,176
19,FL,467
19,TX,4427
19,LA,92
19,SC,403
19,AZ,173
19,GA,1266
19,NC,1348
19,ON,14516
19,AL,638
19,PA,2476
19,NJ,1156
19,DC,38
19,TN,515
19,VA,1277
19,KY,653
19,MO,1163
19,OH,1860
19,NY,3056
19,IN,3144
19,MD,1127
19,ME,783
19,OK,1452
19,MA,1051
19,NH,1403
19,NS,116
19,DE,132
19,CT,884
19,VT,245
19,MI,13061
19,AR,487
19,IL,3345
19,WV,107
19,WI,7113
19,MN,4585
19,ID,14
19,IA,1716
19,HI,16
19,QC,269
19,CO,47
19,KS,1983
19,UT,17
19,RI,190
19,NB,47
19,NM,176
19,NE,443
19,SD,70
19,MB,14
19,AB,2
19,NV,6
19,ND,231
19,OR,4
19,SK,6
19,MT,5
20,FL,728
20,TX,6714
20,PA,1060
20,GA,520
20,CA,305
20,LA,124
20,NC,837
20,AL,202
20,SC,469
20,AZ,99
20,VA,698
20,MS,152
20,MI,1296
20,NJ,1351
20,MD,864
20,RI,45
20,NE,133
20,ON,6789
20,NY,1290
20,TN,423
20,IN,522
20,MA,244
20,ME,198
20,WV,173
20,CT,336
20,OH,1177
20,KY,1066
20,IL,786
20,OK,2099
20,DE,76
20,KS,1486
20,IA,253
20,MO,1343
20,NH,266
20,AR,526
20,DC,22
20,NS,70
20,WI,953
20,MN,1884
20,NM,46
20,QC,125
20,CO,185
20,VT,99
20,NV,1
20,SK,8
20,SD,21
20,OR,12
20,ID,19
20,UT,33
20,NB,11
20,MB,25
20,WY,16
20,ND,64
20,MT,19
20,PE,2
20,AB,1
20,WA,4
21,LA,655
21,FL,2502
21,TX,11173
21,SC,775
21,GA,1582
21,MS,303
21,AL,995
21,CA,767
21,AZ,564
21,PA,6901
21,TN,522
21,WI,2265
21,AR,428
21,VA,1164
21,NM,425
21,NC,1398
21,IL,1971
21,NJ,922
21,ON,3261
21,OK,12362
21,MO,1495
21,MD,621
21,OR,9
21,NS,101
21,OH,2250
21,WV,218
21,KS,10780
21,NY,1914
21,CT,1049
21,UT,78
21,KY,547
21,CO,201
21,MI,1748
21,MA,810
21,NB,18
21,IN,1247
21,DE,22
21,NV,16
21,RI,621
21,DC,15
21,NH,428
21,ME,524
21,IA,319
21,MN,2138
21,NE,237
21,VT,134
21,MT,10
21,WA,2
21,SD,35
21,ND,12
21,WY,7
21,SK,9
21,QC,130
21,ID,4
21,MB,20
21,BC,1
21,AB,2
21,PE,1
22,FL,710
22,PR,97
