year,state,sightings
17,VT,1
17,ON,2
17,ON,1
17,ON,1
17,VA,1
17,MN,2
17,MN,1
17,PA,2
17,PA,1
17,TX,1
17,WI,5
17,MI,1
17,NE,2
17,NE,1
17,IN,1
17,ON,1
17,PA,1
17,AB,3
17,MO,1
17,QC,1
17,KY,1
17,KS,4
17,VA,2
17,ON,3
17,NY,1
17,MB,2
17,MD,1
17,MO,2
17,IL,2
17,NH,1
17,WI,3
17,IN,1
17,ON,3
17,WI,4
17,TN,1
17,MA,1
17,KS,1
17,KS,2
17,CT,2
17,NY,2
17,NC,1
17,TX,3
17,WI,2
17,NY,1
17,IL,3
17,MO,1
17,OK,1
17,MI,4
17,PA,1
17,PA,1
17,IL,1
17,KS,2
17,KS,2
17,KS,1
17,MN,1
17,MN,1
17,WY,1
17,MD,1
17,MI,1
17,NH,1
17,MN,15
17,VA,1
17,ON,14
17,KS,1
17,MN,1
17,ON,1
17,ME,1
17,AR,1
17,PA,1
17,RI,2
17,ON,1
17,IN,1
17,MO,1
17,MN,1
17,NH,1
17,IL,5
17,ON,1
17,MD,1
17,IL,1
17,MI,2
17,ON,1
17,PA,5
17,IN,1
17,IL,1
17,SC,1
17,CT,1
17,MI,4
17,ON,1
17,NY,1
17,MD,2
17,NS,1
17,MN,3
17,MN,1
17,MN,1
17,PA,1
17,PA,1
17,TX,5
17,MN,1
17,KY,25
17,MD,1
17,TX,1
17,TX,5
17,OK,1
17,ON,1
17,DC,1
17,KS,1
17,WI,1
17,MO,1
17,IL,1
17,KS,3
17,ON,2
17,WI,2
17,NH,1
17,NY,1
17,OK,2
17,IL,1
17,ON,1
17,MO,1
17,MN,64
17,ON,2
17,NY,1
17,MD,1
17,TN,2
17,MO,1
17,QC,1
17,VT,1
17,PA,1
17,IN,1
17,ON,2
17,IL,2
17,PA,1
17,ID,2
17,QC,1
17,ON,1
17,MO,1
17,MN,1
17,TX,1
17,MD,1
17,WI,1
17,NY,1
17,ON,1
17,MO,3
17,MA,3
17,KS,1
17,DC,1
17,TN,1
17,OH,1
17,AZ,2
17,OH,1
17,OK,2
17,PA,1
17,CT,1
17,NJ,2
17,NH,1
17,ON,2
17,SC,1
17,NJ,2
17,MN,1
17,IA,1
17,MD,2
17,MI,2
17,NS,2
17,PA,1
17,DE,2
17,VT,1
17,MO,2
17,NH,1
17,NC,3
17,OH,1
17,IN,1
17,MD,3
17,MI,1
17,ON,1
17,ME,1
17,VA,1
17,ON,1
17,AL,1
17,MI,1
17,AL,1
17,CT,3
17,NJ,1
17,MI,2
17,NV,4
17,MN,1
17,PA,1
17,MI,1
17,OK,2
17,ON,4
17,ON,2
17,MO,3
17,IL,2
17,PA,1
17,NY,1
17,ON,1
17,MO,2
17,NH,2
17,ON,2
17,NY,3
17,NH,1
17,NH,2
17,ON,6
17,CA,1
17,IN,2
17,IL,2
17,NY,6
17,NY,2
17,IL,3
17,TX,1
17,MA,3
17,NJ,2
17,IL,1
17,VA,1
17,KS,1
17,MN,3
17,KS,1
17,MD,2
17,ON,5
17,MA,1
17,TN,1
17,NH,1
17,CT,1
17,CT,2
17,OK,1
17,TX,1
17,NY,1
17,WI,1
17,PA,1
17,ON,1
17,NM,1
17,NS,1
17,VA,1
17,PA,1
17,PA,5
17,OK,1
17,VT,1
17,NS,1
17,NS,1
17,OR,1
17,NC,1
17,MD,2
17,MI,4
17,NV,2
17,MI,1
17,CT,1
17,DC,1
17,NJ,1
17,NM,3
17,VT,3
17,KY,1
17,CT,2
17,NY,1
17,IL,2
17,OH,1
17,CT,3
17,NM,1
17,KS,1
17,PA,1
17,ON,1
17,CT,2
17,MD,1
17,IL,1
17,IN,2
17,OK,1
17,NC,1
17,KY,1
17,MN,1
17,ON,2
17,NY,2
17,NM,5
17,OK,1
17,ME,3
17,ON,2
17,TX,1
17,VA,1
17,VA,1
17,ON,1
17,IL,2
17,IL,3
17,ON,1
17,MO,1
17,ON,1
17,ON,2
17,VT,2
17,VT,1
17,KS,1
17,KS,1
17,TX,3
17,ON,1
17,NY,1
17,NY,1
17,OK,1
17,NY,2
17,TN,1
17,IL,2
17,ON,4
17,NY,1
17,KS,2
17,KS,1
17,ON,2
17,IL,4
17,IL,8
17,TX,4
17,IN,1
17,ME,2
17,OK,1
17,NB,1
17,IL,1
17,MI,1
17,OH,1
17,NC,1
17,ON,2
17,ON,1
17,IL,1
17,NY,1
17,VA,1
17,CO,1
17,PA,2
17,ON,1
17,KS,1
17,NJ,2
17,OK,1
17,ON,1
17,OH,2
17,OK,1
17,OH,1
17,MD,1
17,ON,2
17,AB,1
17,MD,1
17,NJ,2
17,NJ,1
17,MI,1
17,MI,1
17,OK,1
17,ON,2
17,MN,5
17,MN,1
17,CA,1
17,OK,1
17,IL,1
17,CO,1
17,ON,1
17,ON,1
17,NY,4
17,MN,1
17,IN,1
17,WI,1
17,MN,1
17,OK,2
17,NH,3
17,ON,1
17,TX,1
17,OK,1
17,CO,1
17,MN,1
17,MD,3
17,FL,1
17,NJ,2
17,NJ,2
17,MD,2
17,NY,4
17,NY,5
17,IN,1
17,MN,1
17,MD,1
17,PA,3
17,ON,1
17,NJ,1
17,NE,1
17,ME,1
17,PA,1
17,PA,1
17,KS,2
17,KS,1
17,MI,1
17,ON,3
17,WI,3
17,MO,3
17,IN,1
17,IL,10
17,IL,10
17,IL,10
17,IL,10
17,IL,10
17,ON,1
17,QC,1
17,WI,4
17,PA,5
17,IL,2
17,MO,1
17,IL,1
17,FL,1
17,IL,2
17,OK,3
17,QC,2
17,NY,5
17,PA,1
17,KS,1
17,TN,2
17,NY,2
17,OK,1
17,PA,1
17,ON,1
17,MD,1
17,NJ,1
17,MI,1
17,TX,1
17,CT,1
17,ON,1
17,MA,1
17,ON,1
17,OK,1
17,MD,2
17,OH,1
17,MD,2
17,IL,3
17,IL,3
17,CT,2
17,CT,2
17,NH,1
17,ON,9
17,ON,18
17,ON,1
17,MN,1
17,GA,1
17,QC,1
17,VT,1
17,ON,2
17,KS,2
17,WI,1
17,OH,1
17,NM,1
17,ON,1
17,MN,1
17,MI,1
17,IL,2
17,CA,1
17,NB,18
17,IL,1
17,OK,1
17,MO,1
17,IL,1
17,MI,2
17,ON,2
17,AZ,1
17,KS,1
17,MN,3
17,WI,3
17,IL,1
17,WI,2
17,WI,7
17,IN,2
17,MA,2
17,QC,12
17,IN,1
17,TX,1
17,MI,2
17,OH,3
17,CA,1
17,NY,2
17,NY,2
17,MA,1
17,IN,1
17,NV,2
17,MN,1
17,VT,1
17,OR,4
17,MN,1
17,WI,2
17,WI,2
17,MB,4
17,TX,6
17,ON,4
17,NM,5
17,OK,1
17,ON,2
17,IL,1
17,QC,1
17,VA,1
17,ON,1
17,ON,1
17,NY,32
17,ON,2
17,DE,2
17,ON,2
17,ON,3
17,NY,8
17,KS,1
17,NM,2
17,MD,1
17,OK,1
17,MN,1
17,MN,1
17,MN,1
17,ON,1
17,VT,1
17,MD,2
17,MD,1
17,NY,2
17,NJ,1
17,ON,1
17,IL,1
17,ON,1
17,TX,1
17,NJ,15
17,NM,1
17,KS,3
17,MI,1
17,IA,2
17,CA,1
17,TX,1
17,IL,2
17,CT,14
17,NY,4
17,NJ,1
17,NJ,2
17,NB,3
17,ON,5
17,MI,1
17,IN,1
17,MA,2
17,IL,1
17,MA,2
17,NE,1
17,NE,1
17,MN,1
17,NJ,2
17,ON,3
17,ON,1
17,ON,2
17,ON,1
17,ON,1
17,PA,8
17,ON,1
17,ON,2
17,ON,3
17,MI,1
17,ON,1
17,MI,1
17,ON,1
17,GA,1
17,NE,2
17,NJ,20
17,NY,3
17,WI,4
17,IL,2
17,NY,1
17,ON,25
17,ON,25
17,NY,2
17,ON,3
17,PA,10
17,ON,1
17,MD,2
17,NY,2
17,FL,1
17,OK,1
17,IN,1
17,ON,1
17,NJ,1
17,AR,2
17,VA,2
17,CT,2
17,NJ,1
17,IL,4
17,NH,1
17,CA,1
17,QC,1
17,MD,1
17,MN,2
17,TX,1
17,IL,3
17,NC,1
17,NY,2
17,VT,1
17,MN,1
17,MN,1
17,MN,1
17,MN,1
17,MI,1
17,WI,3
17,MI,4
17,IL,2
17,MN,5
17,PA,1
17,IA,2
17,MI,1
17,CT,8
17,QC,1
17,MI,4
17,IL,3
17,OK,2
17,ON,1
17,NJ,1
17,OK,1
17,MO,1
17,MO,1
17,IL,1
17,OH,6
17,MA,2
17,PA,1
17,TX,1
17,TX,1
17,IL,1
17,KY,2
17,TX,1
17,QC,1
17,QC,1
17,TX,12
17,ON,2
17,IL,20
17,MN,1
17,ON,1
17,ON,1
17,ON,1
17,NM,3
17,ON,2
17,MA,8
17,IN,1
17,MD,1
17,ON,2
17,CT,2
17,WI,1
17,MI,1
17,ON,1
17,NM,1
17,TN,2
17,OK,2
17,OK,2
17,MD,2
17,ON,1
17,NB,1
17,NY,4
17,ON,1
17,ON,1
17,ON,2
17,WI,5
17,IL,25
17,TX,20
17,MD,1
17,MD,1
17,IL,2
17,ME,1
17,IL,2
17,PA,2
17,IN,2
17,MN,1
17,NM,1
17,MI,1
17,VA,2
17,QC,1
17,PA,1
17,MN,2
17,MD,2
17,PA,2
17,KS,4
17,MN,1
17,OK,1
17,NY,3
17,VA,1
17,QC,4
17,MO,3
17,NY,2
17,MO,3
17,GA,1
17,OK,1
17,IN,1
17,IL,1
17,ON,1
17,MO,3
17,PA,2
17,NY,1
17,WI,1
17,WI,1
17,VT,1
17,PA,1
17,PA,2
17,WY,3
17,PA,1
17,IL,3
17,TX,1
17,MN,1
17,ON,3
17,ME,1
17,MO,2
17,NJ,2
17,NC,1
17,ON,4
17,CT,3
17,ON,1
17,ON,1
17,ON,1
17,NY,1
17,ON,1
17,ON,3
17,NY,2
17,VA,1
17,ME,2
17,CO,2
17,IL,2
17,NY,1
17,TX,1
17,IL,1
17,ON,1
17,MA,1
17,MI,3
17,MI,1
17,IN,1
17,IL,1
17,NY,1
17,TN,1
17,ON,1
17,OH,4
17,TX,2
17,MD,3
17,NJ,1
17,MI,5
17,MI,5
17,MO,5
17,ON,5
17,NJ,1
17,GA,1
17,ON,2
17,NJ,1
17,WI,1
17,MI,1
17,QC,1
17,PA,1
17,NY,5
17,NY,6
17,QC,1
17,OH,1
17,MO,2
17,VT,4
17,PA,1
17,VA,2
17,PA,1
17,TX,1
17,AR,1
17,MO,3
17,NY,1
17,IL,1
17,MA,1
17,OK,1
17,OH,2
17,MI,3
17,MO,2
17,PA,1
17,SD,6
17,TX,1
17,IL,1
17,QC,1
17,UT,2
17,ON,1
17,ON,1
17,NY,1
17,ON,4
17,NY,2
17,SON,8
17,MN,1
17,MD,2
17,NY,33
17,AR,1
17,IL,2
17,PA,1
17,ON,7
17,CO,8
17,MD,1
17,MD,6
17,IL,1
17,MI,5
17,MD,1
17,LA,1
17,IN,2
17,WI,3
17,MN,1
17,TX,1
17,MD,1
17,NH,1
17,PA,2
17,MN,1
17,CT,2
17,IL,3
17,PA,2
17,MI,4
17,NY,36
17,MN,3
17,OK,1
17,CT,1
17,MO,1
17,OK,2
17,MA,2
17,KS,1
17,CA,1
17,MN,2
17,IL,3
17,UT,1
17,KS,3
17,NH,1
17,NH,2
17,ON,3
17,OH,1
17,OH,2
17,OH,2
17,OH,1
17,MN,2
17,MN,2
17,ON,1
17,OH,1
17,PA,8
17,KS,1
17,MA,1
17,MA,1
17,KS,1
17,MO,1
17,AL,1
17,IL,3
17,OH,5
17,ON,3
17,NY,1
17,MO,1
17,WI,1
17,MI,3
17,MO,2
17,NJ,2
17,ON,2
17,QC,1
17,PA,1
17,PA,6
17,NY,1
17,NY,2
17,NY,1
17,VA,1
17,VT,1
17,IL,2
17,TX,1
17,ME,1
17,ON,3
17,ON,2
17,CA,3
17,ON,1
17,NY,2
17,WI,1
17,MO,5
17,ON,3
17,NY,4
17,WI,36
17,NH,1
17,VA,3
17,CO,5
17,OK,1
17,IA,1
17,MI,10
17,VT,1
17,IL,1
17,IA,1
17,ON,1
17,MN,1
17,MN,3
17,PA,1
17,MN,1
17,NY,1
17,NY,4
17,OH,2
17,WI,6
17,MO,1
17,PA,1
17,ON,1
17,ON,1
17,IN,1
17,NY,1
17,ON,2
17,WI,1
17,NY,6
17,MD,1
17,NC,1
17,TX,1
17,MA,1
17,NY,1
17,MO,1
17,IL,7
17,NC,3
17,IL,1
17,MI,2
17,ON,2
17,MN,3
17,OH,2
17,VA,1
17,MD,3
17,MI,1
17,MN,2
17,TX,1
17,IA,2
17,AR,1
17,MN,1
17,CT,2
17,NS,1
17,NV,2
17,NC,1
17,PA,3
17,QC,1
17,NH,2
17,NM,5
17,NM,4
17,PA,2
17,ME,1
17,OH,5
17,WI,2
17,WI,3
17,VA,1
17,MO,2
17,IL,1
17,NH,1
17,OH,3
17,VT,1
17,TX,1
17,IL,2
17,ME,1
17,ON,1
17,NY,1
17,ME,13
17,CT,1
17,NJ,1
17,NY,1
17,NY,4
17,NY,34
17,MD,3
17,ON,1
17,ME,3
17,VA,1
17,NJ,1
17,MD,1
18,PA,2
18,SC,2
18,FL,4
18,SC,1
18,NC,1
18,TX,2
18,AL,1
18,TX,1
18,FL,2
18,TX,3
18,TX,1
18,TX,3
18,MS,2
18,AL,6
18,TX,1
18,TX,1
18,TX,1
18,TX,1
18,TX,1
18,MS,1
18,LA,1
18,TX,1
18,FL,1
18,SC,1
18,TX,1
18,AL,1
18,AL,1
18,TX,1
18,GA,1
18,QUE,10
18,AZ,1
18,FL,5
18,TX,3
18,TX,4
18,AZ,2
18,FL,1
18,TX,2
18,TX,2
18,TX,14
18,TX,1
18,FL,2
18,FL,1
18,TX,2
18,TX,4
18,TX,1
18,TX,1
18,TX,1
18,TX,5
18,AR,2
18,St Croix,1
18,TX,1
18,TX,4
18,TX,2
18,AL,3
18,TX,1
18,TX,1
18,TX,4
18,TX,2
18,AL,1
18,FL,2
18,FL,2
18,TX,2
18,AZ,1
18,FL,2
18,TX,1
18,TX,3
18,TX,1
18,TX,4
18,TX,1
18,TX,1
18,TX,2
18,FL,2
18,TX,1
18,TX,1
18,AL,1
18,AL,1
18,TX,1
18,TX,1
18,AL,5
18,AL,32
18,AZ,1
18,TX,1
18,TX,8
18,TX,7
18,TX,200
18,TX,1
18,AL,100
18,TX,1
18,AL,20
18,FL,50
18,FL,11
18,TX,4
18,LA,1
18,AL,1
18,TX,2
18,MS,20
18,AZ,2
18,TX,4
18,TX,1
18,AL,1
18,CA,1
18,TX,2
18,AL,20
18,TX,1
18,FL,20
18,TX,40
18,TX,10
18,AL,1
18,AL,1
18,GA,20
18,VA,1
18,LA,1
18,FL,2
18,TX,1
18,GA,1
18,GA,10
18,St Croix,4
18,TX,2
18,TX,2
18,TX,1
18,TX,1
18,TX,4
18,TX,20
18,TX,5
18,AL,1
18,FL,2
18,TX,1
18,TX,1
18,AL,1
18,VA,1
18,TX,2
18,AL,9
18,TX,9
18,TX,6
18,FL,5
18,TX,2
18,TX,1
18,TX,1
18,TX,1
18,TX,1
18,TX,3
18,SC,1
18,TX,6
18,FL,2
18,CA,1
18,TX,5
18,TX,1
18,TX,5
18,FL,1
18,MS,3
18,MS,1
18,MS,1
18,LA,1
18,VA,1
18,AZ,1
18,TX,6
18,MS,1
18,AL,1
18,FL,5
18,AL,5
18,AL,56
18,NM,1
18,LA,1
18,TX,2
18,TX,1
18,AZ,1
18,FL,2
18,AL,2
18,VA,1
18,FL,1
18,TX,1
18,CA,3
18,AL,1
18,TX,1
18,SC,1
18,GA,15
18,GA,12
18,GA,3
18,GA,5
18,GA,12
18,AL,1
18,TX,1
18,MS,2
18,GA,2
18,MS,19
18,TX,2
18,CA,10
18,FL,1
18,FL,2
18,FL,2
18,FL,1
18,GA,1
18,GA,2
18,GA,3
18,LA,30
18,FL,1
18,FL,2
18,AL,1
18,GA,2
18,TX,2
18,TX,3
18,TX,2
18,TX,3
18,ON,1
18,FL,1
18,NC,11
18,OH,2
18,TX,1
18,AL,1
18,TX,1
18,GUA,2
18,TX,1
18,VA,1
18,TX,3
18,TX,12
18,TX,15
18,GA,2
18,GA,3
18,NC,1
18,MA,1
18,TX,1
18,TX,1
18,TX,3
18,NY,1
18,NC,1
18,TX,1
18,TX,1
18,TX,2
18,CA,2
18,FL,3
18,SC,1
18,QUE,5
18,TX,1
18,GA,1
18,WV,1
18,TX,3
18,FL,1
18,ON,24
18,GA,3
18,NJ,1
18,FL,2
18,TX,20
18,TX,4
18,NC,1
18,TX,4
18,GA,3
18,TX,8
18,GA,9
18,TX,3
18,NC,1
18,GA,2
18,VA,1
18,GA,2
18,TX,1
18,NJ,1
18,VA,2
18,GA,2
18,CA,1
18,TX,45
18,TX,2
18,SC,1
18,TX,8
18,GA,3
18,AZ,1
18,FL,2
18,TX,6
18,TX,28
18,CA,1
18,TX,1
18,NC,5
18,NC,3
18,TX,2
18,TX,10
18,FL,1
18,NC,4
18,TX,1
18,CA,1
18,PA,1
18,TX,1
18,NY,4
18,NC,46
18,FL,1
18,TX,1
18,TX,1
18,NC,1
18,TX,20
18,TX,3
18,GA,3
18,NC,2
18,TX,1
18,TX,4
18,TX,2
18,TX,4
18,TX,1
18,TX,1
18,TX,3
18,LA,1
18,TX,1
18,GA,1
18,TX,1
18,TX,7
18,LA,1
18,TX,1
18,NC,1
18,SC,2
18,GA,1
18,NC,1
18,OK,1
18,GA,4
18,OK,2
18,KY,1
18,TX,14
18,TX,2
18,NY,1
18,NC,2
18,TX,2
18,TX,17
18,NC,1
18,TX,1
18,NC,2
18,FL,2
18,GA,2
18,FL,2
18,LA,1
18,AL,1
18,TX,1
18,OK,1
18,TX,4
18,TX,2
18,FL,1
18,TX,1
18,TX,6
18,OK,1
18,TX,5
18,NM,1
18,TX,1
18,TX,7
18,TX,4
18,TX,5
18,TX,3
18,TX,1
18,TX,1
18,TX,30
18,GA,1
18,SC,2
18,TX,2
18,TX,2
18,KY,1
18,TX,3
18,DE,1
18,NJ,1
18,AZ,1
18,FL,1
18,GA,2
18,TX,5
18,MS,1
18,TX,4
18,TX,2
18,VA,1
18,TX,17
18,NC,1
18,NC,1
18,OK,1
18,FL,2
18,TX,9
18,MD,1
18,NJ,1
18,NY,1
18,LA,1
18,CA,1
18,FL,5
18,ON,1
18,TX,50
18,TX,1
18,TX,2
18,TX,3
18,OK,1
18,TX,3
18,KY,1
18,KY,1
18,TX,4
18,TX,3
18,TN,1
18,PA,1
18,NC,37
18,LA,1
18,FL,5
18,TX,15
18,TX,51
18,TX,1
18,TX,15
18,LA,1
18,TX,26
18,GA,2
18,AL,1
18,GA,1
18,TX,1
18,TN,2
18,TX,2
18,VA,1
18,AR,7
18,TX,17
18,SC,7
18,TX,3
18,NC,1
18,TX,2
18,TN,2
18,TX,1
18,LA,1
18,TX,25
18,MS,1
18,TX,6
18,OK,3
18,OH,1
18,AR,20
18,ON,1
18,TAM,22
18,TX,21
18,TX,10
18,VA,1
18,MD,1
18,NC,30
18,LA,6
18,TX,1
18,TX,4
18,TX,12
18,TX,1
18,MS,4
18,TX,1
18,TX,5
18,TX,1
18,GA,1
18,GA,3
18,GA,2
18,GA,1
18,GA,2
18,GA,1
18,GA,1
18,GA,3
18,GA,4
18,GA,1
18,NC,1
18,TX,2
18,MA,1
18,TX,1
18,TX,1
18,LA,1
18,AL,10
18,TX,2
18,LA,1
18,VA,2
18,OK,1
18,TX,24
18,TX,1
18,TX,2
18,LA,3
18,TX,4
18,TX,6
18,TX,4
18,LA,5
18,TX,20
18,TX,20
18,MS,4
18,TX,21
18,TX,5
18,TX,2
18,LA,1
18,TX,5
18,GUA,1
18,TX,1
18,TX,1
18,NC,1
18,TX,2
18,VA,1
18,TX,3
18,TX,3
18,GA,1
18,NY,1
18,NC,1
18,FL,1
18,NC,2
18,VA,2
18,SC,1
18,TX,3
18,VA,1
18,NS,1
18,TX,18
18,TX,1
18,VA,1
18,NC,1
18,SC,1
18,NC,1
18,NY,1
18,GA,2
18,TX,10
18,TN,5
18,TX,2
18,TX,1
18,TX,10
18,TX,6
18,NC,1
18,NJ,1
18,NC,1
18,CA,3
18,PA,1
18,TN,1
18,NC,15
18,NC,1
18,NC,1
18,GA,8
18,TX,6
18,TX,10
18,VA,3
18,TX,3
18,LA,1
18,OK,1
18,NC,3
18,TX,1
18,AL,20
18,AR,2
18,TX,4
18,SC,3
18,VA,1
18,NC,1
18,LA,1
18,SC,1
18,MS,5
18,SC,1
18,NC,3
18,NJ,1
18,CA,5
18,FL,2
18,AL,7
18,NC,2
18,VA,1
18,MD,1
18,AL,2
18,TX,3
18,TX,4
18,TX,8
18,LA,1
18,NY,1
18,FL,12
18,PA,1
18,NC,2
18,GA,2
18,TN,14
18,NC,3
18,NC,30
18,TN,1
18,TN,1
18,TX,25
18,TX,2
18,TN,1
18,CA,3
18,FL,4
18,TX,10
18,SC,5
18,TX,6
18,CA,1
18,GA,2
18,MS,5
18,TX,12
18,AR,4
18,NC,1
18,VA,1
18,GA,1
18,NC,4
18,LA,2
18,VA,1
18,TN,1
18,MA,1
18,NC,4
18,TX,18
18,GA,5
18,LA,1
18,TX,1
18,TX,2
18,PA,1
18,MS,1
18,CA,1
18,TX,7
18,MO,1
18,TX,5
18,TX,1
18,GA,1
18,TX,6
18,CT,1
18,PA,3
18,TX,6
18,TX,3
18,TX,10
18,MD,1
18,TN,3
18,TN,1
18,SC,1
18,TX,12
18,TX,10
18,MO,1
18,NY,1
18,TX,25
18,NC,1
18,TX,7
18,TX,2
18,TX,2
18,GA,2
18,KY,1
18,TX,3
18,TX,36
18,TX,19
18,AL,4
18,KY,1
18,KY,3
18,TN,1
18,TX,6
18,WI,1
18,MS,8
18,AL,10
18,AL,24
18,TX,4
18,AR,1
18,GA,1
18,SC,2
18,NC,6
18,TX,1
18,TX,23
18,KY,1
18,TN,1
18,VA,2
18,GA,6
18,TX,3
18,TX,10
18,TX,10
18,MO,1
18,IL,1
18,IL,1
18,TX,3
18,KS,1
18,NJ,5
18,TX,11
18,TN,1
18,MS,4
18,TN,1
18,TX,4
18,TX,10
18,IL,1
18,FL,6
18,TX,9
18,TX,15
18,TX,15
18,GA,1
18,AR,1
18,PA,1
18,TX,4
18,TX,3
18,AL,3
18,TX,1
18,NC,6
18,FL,100
18,MD,1
18,TX,4
18,TX,3
18,VA,1
18,TX,5
18,NC,6
18,NC,13
18,FL,2
18,TX,4
18,AR,2
18,AL,2
18,TX,2
18,TX,3
18,TX,3
18,IN,1
18,OH,1
18,TX,3
18,ON,1
18,TX,2
18,GA,1
18,TX,5
18,TX,20
18,TX,3
18,TX,1
18,TX,1
18,TX,5
18,TX,34
18,TX,20
18,CA,1
18,FL,1
18,TX,3
18,TX,3
18,TX,10
18,AR,1
18,TX,2
18,MO,1
18,TX,3
18,AR,3
18,TX,6
18,TX,6
18,TX,20
18,TX,1
18,TX,2
18,MS,1
18,NC,3
18,LA,5
18,NC,5
18,NM,1
18,TX,12
18,TX,4
18,TN,8
18,TX,10
18,TN,1
18,TX,1
18,TX,37
18,TN,1
18,AL,1
18,TX,5
18,TX,26
18,LA,1
18,TX,3
18,VA,4
18,OK,10
18,TX,2
18,SC,10
18,NS,1
18,AR,5
18,AR,5
18,FL,8
18,KY,1
18,TX,3
18,TX,1
18,TX,1
18,TX,5
18,TX,6
18,NC,6
18,TX,1
18,TX,1
18,NC,1
18,NC,18
18,AL,1
18,IL,1
18,SC,2
18,TX,6
18,AL,6
18,TX,7
18,AR,15
18,TX,102
18,TX,2
18,TX,9
18,TX,1
18,TX,4
18,TX,6
18,AL,1
18,GA,1
18,TX,13
18,GA,4
18,GA,1
18,FL,1
18,SC,4
18,FL,2
18,TN,1
18,TX,75
18,TX,30
18,GA,6
18,MS,1
18,TX,16
18,AL,2
18,GA,6
18,TN,3
18,LA,4
18,TX,2
18,TX,5
18,AR,1
18,TN,1
18,TX,5
18,TX,12
18,TX,4
18,MO,1
18,TX,1
18,NLE,5
18,LA,1
18,NC,1
18,TX,3
18,TX,8
18,GA,1
18,AL,12
18,AL,1
18,SC,2
18,VA,1
18,AL,1
18,AR,1
18,TN,1
18,OK,40
18,TX,3
18,TX,12
18,GA,1
18,AR,1
18,MA,1
18,VA,1
18,TX,6
18,TX,4
18,TN,2
18,TX,15
18,TX,4
18,AL,6
18,TN,2
18,TX,1
18,TX,12
18,NC,1
18,TX,3
18,TX,23
18,TX,15
18,NJ,1
18,NC,1
18,TX,4
18,GA,10
18,GA,3
18,CO,1
18,SC,1
18,TN,30
18,NM,1
18,TX,5
18,TX,3
18,TX,2
18,AL,15
18,NC,8
18,TX,1
18,FL,1
18,TX,1
18,TX,34
18,TX,5
18,TX,12
18,TX,7
18,VA,1
18,LA,2
18,TX,5
18,TX,1
18,TX,20
18,MS,2
18,TX,1
18,TX,2
18,TX,17
18,TX,20
18,TX,5
18,TX,20
18,MO,1
18,TX,3
18,TX,1
18,TX,6
18,MS,5
18,MS,4
18,TX,2
18,TX,1
18,TX,8
18,LA,28
18,TX,5
18,AR,7
18,TX,1
18,TX,20
18,TX,6
18,TX,20
18,GA,1
18,LA,15
18,TX,10
18,TX,5
18,TX,31
18,OK,1
18,TX,1
18,TX,1
18,TX,2
18,TX,1
18,TX,4
18,TX,10
18,TX,14
18,TX,30
18,TX,12
18,LA,1
18,TX,8
18,OK,3
18,OK,3
18,SC,2
18,TX,1
18,TX,1
18,TX,8
18,AR,1
18,TX,5
18,TX,1
18,TX,6
18,TX,5
18,TX,5
18,AL,1
18,AL,1
18,AL,3
18,MO,2
18,TX,2
18,GA,7
18,LA,3
18,TX,33
18,TX,1
18,TX,12
18,OK,1
18,OK,1
18,TX,1
18,OK,1
18,GA,10
18,NE,1
18,TX,20
18,GA,1
18,GA,1
18,GA,2
18,GA,2
18,GA,1
18,TX,2
18,TX,1
18,TX,5
18,TX,4
18,TX,1
18,TX,59
18,TX,6
18,TX,6
18,TX,1
18,TX,1
18,PA,1
18,OK,2
18,TX,12
18,OK,1
18,MS,1
18,OK,1
18,TX,1
18,TX,10
18,TX,1
18,TX,3
18,LA,1
18,AL,1
18,TX,2
18,TX,20
18,TX,3
18,TX,3
18,AL,1
18,AZ,3
18,TX,1
18,TX,12
18,OK,1
18,TX,8
18,OK,4
18,TX,18
18,TX,8
18,LA,2
18,TX,12
18,TX,5
18,OK,2
18,OK,5
18,TX,6
18,IL,1
18,TX,1
18,TX,7
18,TX,3
18,TX,1
18,TX,6
18,TX,1
18,TX,6
18,TX,2
18,TX,1
18,TX,1
18,TX,3
18,TX,30
18,CA,1
18,TX,2
18,TX,3
18,SC,15
18,TX,17
18,TX,10
18,AR,7
18,MI,2
18,TX,8
18,TX,1
18,NC,2
18,CA,5
18,TX,1
18,TX,4
18,TX,1
18,FL,10
18,FL,2
18,SC,1
18,VA,2
18,IN,1
18,TX,30
18,FL,1
18,TX,6
18,TX,1
18,NC,1
18,TX,10
18,CT,1
18,TX,15
18,TX,4
18,VA,1
18,TX,1
18,TX,1
18,TX,1
18,TX,1
18,TX,1
18,TX,2
18,TX,13
18,VA,1
18,TX,2
18,OK,2
18,NV,1
18,TX,10
18,TN,1
18,TX,1
18,TX,1
18,COA,20
18,COA,35
18,VA,1
18,TX,1
18,NY,1
18,TX,24
18,TX,2
18,TX,1
18,IN,1
18,TN,1
18,NC,1
18,CA,1
18,OK,1
18,ON,1
18,OH,1
18,TX,6
18,WI,1
18,NLE,34
18,OK,1
18,SC,3
18,MO,1
18,TN,2
18,TX,8
18,MD,2
18,GA,4
18,TN,1
18,OK,6
18,IN,1
18,NJ,12
18,SC,2
18,FL,2
18,MO,1
18,CA,1
18,MI,1
18,PA,1
18,TN,5
18,AR,1
18,TX,2
18,FL,2
18,MO,2
18,TX,5
18,IL,14
18,IL,1
18,TX,16
18,OK,1
18,VA,1
18,FL,1
